#symbol	"Hepg2_with_UO126_reps_1&2_100ng"	"3ng15cycles"	"3ng20cycles"	"3ng30cycles"	"6ng15cycles"	"6ng20cycles"	"6ng30cycles"	"10ng15cycles"	"10ng20cycles"	"10ng30cycles"	"3ng15cycles_rep_2"	"3ng20cycles_rep_2"	"3ng30cycles_rep_2"	"6ng15cycles_rep_2"	"6ng20cycles_rep_2"	"6ng30cycles_rep_2"	"10ng15cycles_rep_2"	"10ng20cycles_rep_2"	"10ng30cycles_rep_2"
hsa-miR-378a-5p	2	2	5	9	1	9	7	3	2	9	0	2	3	1	0	4	3	4	11
hsa-miR-378b	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1
hsa-miR-378f	17	1	4	9	1	2	9	4	9	10	2	0	2	2	2	10	2	7	5
hsa-miR-378g	31	3	2	12	5	4	11	1	6	16	4	5	8	4	4	7	5	8	18
hsa-miR-378h	3	0	1	1	0	0	0	0	0	4	0	0	1	0	1	3	1	1	2
hsa-miR-378i	5	0	0	0	1	0	4	1	2	0	0	0	0	0	3	0	0	1	2
hsa-miR-378j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-379-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-379-5p	43	0	1	17	2	9	10	12	6	18	4	10	9	5	13	7	3	24	27
hsa-miR-380-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-380-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-381-3p	53	2	5	4	4	3	20	10	10	37	2	6	0	0	10	18	5	16	36
hsa-miR-381-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-382-3p	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-382-5p	0	0	1	0	1	0	2	2	0	3	0	1	3	0	1	2	0	1	5
hsa-miR-383-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-383-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3909	130	19	33	188	31	74	133	55	88	194	32	36	56	41	71	161	36	114	259
hsa-miR-3910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3911	2	1	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-3912-3p	3	0	0	3	2	2	7	4	2	9	1	3	1	3	5	11	4	2	15
hsa-miR-3912-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3913-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3913-5p	9	0	1	0	3	0	3	0	3	8	0	0	2	0	1	2	1	5	1
hsa-miR-3914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
hsa-miR-3917	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-3918	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-3919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3922-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3922-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3925-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-3925-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3927-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3927-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3928-3p	7	0	0	4	0	2	7	1	0	5	2	3	0	0	0	0	1	5	15
hsa-miR-3928-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3929	54	6	8	40	12	14	34	15	14	61	6	8	13	12	26	31	7	41	87
hsa-miR-3934-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3934-5p	21	3	1	14	7	3	6	10	8	17	4	4	5	1	4	6	5	13	20
hsa-miR-3935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3936	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0
hsa-miR-3937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3939	0	0	3	2	0	0	4	0	1	7	0	0	0	0	2	1	2	0	5
hsa-miR-3940-3p	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
hsa-miR-3940-5p	0	1	0	2	0	0	2	3	1	1	0	0	0	0	0	8	0	0	0
hsa-miR-3941	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3942-3p	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	2
hsa-miR-3942-5p	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-3943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3944-3p	6	0	4	2	4	0	2	2	0	7	0	0	0	2	0	1	0	2	7
hsa-miR-3944-5p	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-3945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-409-3p	5	0	3	5	1	0	3	1	2	11	2	2	2	1	3	0	1	4	7
hsa-miR-409-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-410-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-410-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-411-3p	2	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0
hsa-miR-411-5p	4	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-412-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-412-5p	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
hsa-miR-421	156	18	50	158	48	88	141	61	90	324	35	47	89	26	78	181	59	158	315
hsa-miR-422a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-423-3p	9225	1159	3655	9700	2809	4608	8391	3781	4664	14293	2143	2801	4982	2572	4849	8911	2599	8171	16877
hsa-miR-423-5p	10817	2014	9206	19058	4801	8041	12702	5393	6984	18918	3716	5387	8888	4322	9095	12588	3586	11912	26604
hsa-miR-424-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-424-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-425-3p	54	5	8	16	9	18	12	10	18	56	10	3	6	11	22	17	7	37	67
hsa-miR-425-5p	706	63	133	400	143	210	347	209	207	811	101	139	223	108	266	556	163	412	831
hsa-miR-4251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4286	20	0	0	1	1	2	0	3	0	5	2	0	3	1	2	1	2	9	1
hsa-miR-4287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4289	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-429	742	141	366	1121	320	465	1024	396	582	2140	224	347	664	331	597	1405	374	1023	2134
hsa-miR-4290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4301	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-431-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-431-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-432-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-432-5p	0	0	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	1	1
hsa-miR-4320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4321	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-4322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4324	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-4325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4326	730	39	118	275	109	147	237	150	203	487	74	80	143	87	199	262	106	343	522
hsa-miR-4327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-4329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-433-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-433-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4417	1	1	0	0	0	0	3	0	0	0	0	0	0	1	1	1	0	0	3
hsa-miR-4418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4419a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4419b	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-4420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4421	11	0	0	0	2	0	2	1	2	1	0	2	0	0	4	4	3	3	6
hsa-miR-4422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4423-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4423-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4424	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
hsa-miR-4425	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
hsa-miR-4426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4429	13	3	2	8	6	5	13	8	4	35	3	4	9	3	9	19	3	18	31
hsa-miR-4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4433a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4433a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4433b-3p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-4433b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4435	12	2	5	12	3	4	5	3	1	2	0	0	2	0	3	0	1	7	9
hsa-miR-4436a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4436b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4436b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4440	2	0	3	6	1	2	0	5	2	9	2	12	0	1	1	0	3	7	8
hsa-miR-4441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4442	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-4443	28	18	53	67	34	39	64	37	29	85	32	23	63	18	41	100	29	59	120
hsa-miR-4444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4445-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4445-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4446-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4446-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4448	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4455	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4458	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
hsa-miR-4459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4461	67	1	11	14	6	12	21	11	25	48	5	9	11	4	9	21	12	31	32
hsa-miR-4462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4463	0	0	1	4	0	0	0	0	0	3	0	2	0	0	0	1	0	1	0
hsa-miR-4464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4466	17	5	18	18	5	12	7	7	4	19	7	10	5	4	9	9	7	8	32
hsa-miR-4467	2	0	4	4	0	6	5	1	1	3	0	0	0	2	2	0	0	5	2
hsa-miR-4468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4470	5	4	8	0	0	0	4	1	2	3	0	0	5	2	2	3	1	2	0
hsa-miR-4471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4473	7	0	0	0	2	2	3	0	4	7	0	2	4	1	1	1	1	1	7
hsa-miR-4474-3p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-4474-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4477a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4477b	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
hsa-miR-4478	0	1	0	0	0	0	3	0	0	2	0	0	0	0	0	1	0	0	0
hsa-miR-4479	3	0	1	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	2
hsa-miR-448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4482-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4482-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4483	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0
hsa-miR-4484	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-4485-3p	9	1	3	10	3	7	17	6	4	27	2	4	5	4	1	11	5	14	34
hsa-miR-4485-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-4486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4488	318	410	1551	3072	587	820	1207	428	431	1204	745	1032	1382	416	850	1099	286	1013	2090
hsa-miR-4489	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
hsa-miR-4490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4491	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4492	11	0	10	6	6	10	2	2	3	14	7	1	4	5	6	10	0	7	14
hsa-miR-4493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4497	39	7	15	27	18	15	25	14	15	55	8	12	10	21	18	16	14	43	72
hsa-miR-4498	7	0	0	1	0	0	2	3	1	10	3	0	3	0	6	2	0	9	2
hsa-miR-4499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-449a	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-449b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-449b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-449c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-449c-5p	4	0	0	0	0	0	0	0	0	2	0	0	0	0	1	3	0	0	1
hsa-miR-4500	6	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-4501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4502	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4504	11	0	0	2	1	2	0	2	1	2	1	0	0	1	0	0	0	3	0
hsa-miR-4505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
